master_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,RFM_SCORE,segment
2749330a-ff21-11e9-a5e8-000d3a38a36f,27,8.0,849.3199999999999,5,5,4,55,champions
274e43bc-3e3d-11ea-b1ad-000d3a38a36f,134,3.0,1029.71,3,2,5,32,about_to_sleep
27544188-ae85-11e9-a2fc-000d3a38a36f,172,7.0,1484.5,2,5,5,25,cant_loose
2756db18-a481-11e9-a2fc-000d3a38a36f,22,3.0,452.03999999999996,5,2,2,52,potential_loyalists
27575998-1e67-11ea-aa32-000d3a38a36f,63,2.0,317.42,4,1,2,41,promising
2758c20a-9d03-11e9-9897-000d3a38a36f,11,4.0,828.27,5,3,4,53,potential_loyalists
275b64b2-a517-11e9-a2fc-000d3a38a36f,266,9.0,796.53,1,5,4,15,cant_loose
275c65ee-9fa2-11e9-a2fc-000d3a38a36f,93,39.0,4780.76,3,5,5,35,loyal_customers
275cb632-daae-11ea-a65b-000d3a38a36f,277,3.0,279.96999999999997,1,2,1,12,hibernating
27616852-314a-11ea-b884-000d3a38a36f,183,2.0,260.71999999999997,2,1,1,21,hibernating
276853f6-d646-11e9-93bc-000d3a38a36f,70,3.0,429.97,4,2,2,42,potential_loyalists
276951b2-9e5a-11e9-9897-000d3a38a36f,8,4.0,467.39,5,3,3,53,potential_loyalists
27696234-a43f-11e9-a2fc-000d3a38a36f,7,22.0,2420.48,5,5,5,55,champions
276a5cba-d703-11e9-93bc-000d3a38a36f,132,7.0,1048.06,3,5,5,35,loyal_customers
2772d9f2-f257-11e9-9346-000d3a38a36f,31,3.0,512.96,5,2,3,52,potential_loyalists
27758018-d6e0-11e9-93bc-000d3a38a36f,123,4.0,855.8100000000001,3,3,4,33,need_attention
27766ba8-a7b1-11e9-a2fc-000d3a38a36f,13,4.0,450.40000000000003,5,3,2,53,potential_loyalists
27847e4c-a792-11e9-a2fc-000d3a38a36f,291,6.0,482.93,1,4,3,14,at_Risk
2787b6ea-b0be-11e9-9757-000d3a38a36f,353,9.0,910.9,1,5,4,15,cant_loose
278d008c-1369-11eb-8ffc-000d3a38a36f,56,3.0,851.95,4,2,4,42,potential_loyalists
278f89da-ac3e-11e9-a2fc-000d3a38a36f,119,8.0,1147.7,3,5,5,35,loyal_customers
2794067e-b169-11e9-89fa-000d3a38a36f,225,2.0,539.93,2,1,3,21,hibernating
27a56e70-5428-11ea-b1db-000d3a38a36f,77,5.0,460.16999999999996,4,4,3,44,loyal_customers
27a76fac-8526-11ea-80af-000d3a38a36f,33,2.0,557.97,5,1,3,51,new_customers
27a7e4d8-ac59-11e9-a2fc-000d3a38a36f,96,6.0,1670.18,3,4,5,34,loyal_customers
27a8934e-b0ad-11e9-9757-000d3a38a36f,11,4.0,884.37,5,3,4,53,potential_loyalists
27b3ca96-1342-11ea-a001-000d3a38a36f,23,7.0,1027.8799999999999,5,5,5,55,champions
27b9352e-f143-11e9-9346-000d3a38a36f,185,4.0,604.93,2,3,3,23,at_Risk
27bfaf30-a56c-11e9-a2fc-000d3a38a36f,182,2.0,174.76,2,1,1,21,hibernating
27c7b92c-5bed-11ea-90c0-000d3a38a36f,48,3.0,600.8499999999999,4,2,3,42,potential_loyalists
27cbb02c-a7f7-11e9-a2fc-000d3a38a36f,344,2.0,1079.97,1,1,5,11,hibernating
27da4fea-5659-11ea-b9b9-000d3a38a36f,16,2.0,617.89,5,1,3,51,new_customers
27daccca-15c9-11ea-99aa-000d3a38a36f,63,14.0,1589.8600000000001,4,5,5,45,loyal_customers
27df9380-2a82-11eb-b280-000d3a38a36f,21,9.0,2540.22,5,5,5,55,champions
27dfb8ba-a379-11e9-a2fc-000d3a38a36f,235,3.0,474.96000000000004,1,2,3,12,hibernating
27e21024-28df-11ea-b87a-000d3a38a36f,18,7.0,991.8500000000001,5,5,4,55,champions
27e62982-9046-11eb-bae6-000d3a38a36f,168,9.0,545.9,2,5,3,25,cant_loose
27ea3442-5b30-11ea-9450-000d3a38a36f,191,7.0,3240.46,2,5,5,25,cant_loose
27eb7e24-2912-11ea-b87a-000d3a38a36f,55,3.0,489.97,4,2,3,42,potential_loyalists
27ef5824-66e1-11eb-975c-000d3a38a36f,102,2.0,357.86,3,1,2,31,about_to_sleep
27f11544-1ca3-11ea-a490-000d3a38a36f,146,7.0,1525.3600000000001,2,5,5,25,cant_loose
27f7fb86-d688-11e9-93bc-000d3a38a36f,111,6.0,522.43,3,4,3,34,loyal_customers
27fe792c-ac97-11e9-a2fc-000d3a38a36f,110,8.0,1210.75,3,5,5,35,loyal_customers
27fff2fc-af6c-11e9-a2fc-000d3a38a36f,98,6.0,927.05,3,4,4,34,loyal_customers
28006fa8-6294-11ea-9861-000d3a38a36f,266,2.0,707.0,1,1,4,11,hibernating
28028b88-a1f8-11e9-a2fc-000d3a38a36f,221,2.0,269.96999999999997,2,1,1,21,hibernating
28030f10-a29b-11e9-a2fc-000d3a38a36f,276,2.0,146.96,1,1,1,11,hibernating
28059d2a-97eb-11ea-9d91-000d3a38a36f,4,5.0,1441.22,5,4,5,54,champions
280962e2-abe8-11e9-a2fc-000d3a38a36f,93,3.0,403.96000000000004,3,2,2,32,about_to_sleep
280ab51c-5b37-11ea-b0de-000d3a38a36f,113,5.0,546.92,3,4,3,34,loyal_customers
280cd78c-f324-11e9-9346-000d3a38a36f,158,5.0,526.87,2,4,3,24,at_Risk
280e802e-a6ab-11ea-bd63-000d3a38a36f,117,3.0,433.93,3,2,2,32,about_to_sleep
280f3802-a74c-11e9-a2fc-000d3a38a36f,126,2.0,227.85000000000002,3,1,1,31,about_to_sleep
28112ca6-a8f6-11e9-a2fc-000d3a38a36f,165,10.0,1038.56,2,5,5,25,cant_loose
281683ee-b0e5-11e9-9757-000d3a38a36f,124,4.0,412.28,3,3,2,33,need_attention
2818eb98-ab5e-11e9-a2fc-000d3a38a36f,106,8.0,999.37,3,5,4,35,loyal_customers
281dca02-a2ba-11e9-a2fc-000d3a38a36f,11,6.0,575.4399999999999,5,4,3,54,champions
281de960-d6ea-11e9-93bc-000d3a38a36f,6,2.0,242.47,5,1,1,51,new_customers
2821fa98-f31c-11e9-9346-000d3a38a36f,125,5.0,659.94,3,4,3,34,loyal_customers
28238836-9f70-11e9-a2fc-000d3a38a36f,263,14.0,4398.62,1,5,5,15,cant_loose
2825ea3c-ae51-11e9-a2fc-000d3a38a36f,36,3.0,508.47,4,2,3,42,potential_loyalists
2827f9c8-f27e-11e9-9346-000d3a38a36f,361,2.0,134.98,1,1,1,11,hibernating
2831aae0-9e2d-11e9-9897-000d3a38a36f,106,9.0,1080.65,3,5,5,35,loyal_customers
283addd4-5b44-11ea-a73e-000d3a38a36f,198,2.0,541.39,2,1,3,21,hibernating
283d1772-a7dd-11e9-a2fc-000d3a38a36f,340,3.0,159.97,1,2,1,12,hibernating
283e0bd0-a22b-11e9-a2fc-000d3a38a36f,344,4.0,362.95,1,3,2,13,at_Risk
283fca18-a9c1-11e9-a2fc-000d3a38a36f,7,21.0,3587.6699999999996,5,5,5,55,champions
284e3d3c-ab0b-11e9-a2fc-000d3a38a36f,138,6.0,482.94,3,4,3,34,loyal_customers
284f7e46-2927-11ea-b87a-000d3a38a36f,264,2.0,96.47999999999999,1,1,1,11,hibernating
28536fc2-ff21-11e9-a5e8-000d3a38a36f,166,7.0,505.92,2,5,3,25,cant_loose
2854f11a-0185-11ea-a5e8-000d3a38a36f,48,4.0,312.45,4,3,2,43,potential_loyalists
285ed184-9f83-11ea-80cd-000d3a38a36f,72,5.0,588.04,4,4,3,44,loyal_customers
28637162-44d4-11ea-acaf-000d3a38a36f,79,3.0,245.73000000000002,4,2,1,42,potential_loyalists
286595ac-2907-11ea-b87a-000d3a38a36f,235,2.0,159.98000000000002,1,1,1,11,hibernating
28692168-4a04-11ea-b0b1-000d3a38a36f,362,5.0,546.93,1,4,3,14,at_Risk
286dfb12-aeef-11e9-a2fc-000d3a38a36f,61,6.0,529.93,4,4,3,44,loyal_customers
2878dd18-5b4f-11ea-b9f5-000d3a38a36f,38,7.0,1341.81,4,5,5,45,loyal_customers
287918b8-a4f8-11e9-a2fc-000d3a38a36f,15,6.0,841.69,5,4,4,54,champions
287a120a-9d0e-11e9-9897-000d3a38a36f,285,8.0,1716.44,1,5,5,15,cant_loose
287be544-a763-11e9-a2fc-000d3a38a36f,325,7.0,660.88,1,5,4,15,cant_loose
2887c966-a198-11e9-a2fc-000d3a38a36f,176,2.0,175.98,2,1,1,21,hibernating
288d6ca8-9ee7-11e9-9897-000d3a38a36f,12,3.0,219.96,5,2,1,52,potential_loyalists
289728f4-a821-11e9-a2fc-000d3a38a36f,115,7.0,1042.34,3,5,5,35,loyal_customers
289b8d16-26d6-11ea-aaaa-000d3a38a36f,201,4.0,451.95,2,3,2,23,at_Risk
289b9174-a5d2-11e9-a2fc-000d3a38a36f,47,16.0,1875.8,4,5,5,45,loyal_customers
289c9362-5b2b-11ea-9ddc-000d3a38a36f,20,5.0,2211.27,5,4,5,54,champions
28a18b9c-ab0e-11e9-a2fc-000d3a38a36f,307,3.0,295.26,1,2,1,12,hibernating
28a4e4ac-9e54-11e9-9897-000d3a38a36f,175,14.0,2213.47,2,5,5,25,cant_loose
28a68bf2-229a-11ea-8523-000d3a38a36f,21,8.0,1778.1200000000001,5,5,5,55,champions
28ab51ca-8651-11eb-aad8-000d3a38a36f,64,3.0,229.96999999999997,4,2,1,42,potential_loyalists
28acecbc-aa64-11e9-a2fc-000d3a38a36f,206,2.0,271.73,2,1,1,21,hibernating
28af2610-51d2-11ea-a243-000d3a38a36f,136,2.0,1224.72,3,1,5,31,about_to_sleep
28b10672-5288-11ea-8850-000d3a38a36f,124,5.0,735.9200000000001,3,4,4,34,loyal_customers
28b58d60-1ae7-11ea-98d5-000d3a38a36f,259,5.0,679.26,1,4,4,14,at_Risk
28b5a054-4d8f-11ea-9655-000d3a38a36f,264,5.0,1110.55,1,4,5,14,at_Risk
28ba5f2e-2786-11ea-aaaa-000d3a38a36f,5,2.0,384.08,5,1,2,51,new_customers
28c5624e-5bb5-11ea-9fe8-000d3a38a36f,116,4.0,737.64,3,3,4,33,need_attention
28c69d0e-e2bf-11e9-ad00-000d3a38a36f,187,2.0,221.98,2,1,1,21,hibernating
28c9b11c-b360-11e9-a043-000d3a38a36f,47,4.0,779.3699999999999,4,3,4,43,potential_loyalists
28cb46c6-9ded-11ea-80cd-000d3a38a36f,22,4.0,476.26,5,3,3,53,potential_loyalists
28ccbf94-4c2e-11ea-a626-000d3a38a36f,36,2.0,507.90000000000003,4,1,3,41,promising
28d0803a-abc9-11e9-a2fc-000d3a38a36f,32,11.0,1663.31,5,5,5,55,champions
28d18a86-acd0-11e9-a2fc-000d3a38a36f,179,5.0,853.36,2,4,4,24,at_Risk
28d1c2ca-2337-11ea-8523-000d3a38a36f,8,3.0,266.96000000000004,5,2,1,52,potential_loyalists
28d36210-a303-11e9-a2fc-000d3a38a36f,342,5.0,621.94,1,4,3,14,at_Risk
28d8fe34-d718-11e9-93bc-000d3a38a36f,247,4.0,715.81,1,3,4,13,at_Risk
28d901e2-a8f4-11e9-a2fc-000d3a38a36f,322,2.0,122.97,1,1,1,11,hibernating
28db3cae-66d6-11eb-975c-000d3a38a36f,109,2.0,307.98,3,1,2,31,about_to_sleep
28de01c6-aa5a-11e9-a2fc-000d3a38a36f,113,24.0,3425.93,3,5,5,35,loyal_customers
28e70c9a-afdf-11ea-b736-000d3a38a36f,102,3.0,1050.3799999999999,3,2,5,32,about_to_sleep
28ed2304-d679-11e9-93bc-000d3a38a36f,103,2.0,115.97,3,1,1,31,about_to_sleep
28ed9602-3f3a-11ea-b794-000d3a38a36f,348,3.0,360.23,1,2,2,12,hibernating
28f00236-7a7f-11ea-8f20-000d3a38a36f,226,11.0,1370.51,2,5,5,25,cant_loose
28f4520e-5302-11ea-9ade-000d3a38a36f,74,4.0,503.2,4,3,3,43,potential_loyalists
28f5603e-23e3-11ea-8523-000d3a38a36f,13,3.0,345.83000000000004,5,2,2,52,potential_loyalists
28f61256-b0e6-11e9-9757-000d3a38a36f,58,3.0,349.97,4,2,2,42,potential_loyalists
28f7445e-2086-11ea-87bf-000d3a38a36f,162,6.0,432.44,2,4,2,24,at_Risk
28f8a5ee-c9e9-11ea-a31e-000d3a38a36f,41,2.0,309.98,4,1,2,41,promising
28f9dc0c-abc7-11e9-a2fc-000d3a38a36f,180,4.0,387.46,2,3,2,23,at_Risk
28fc3168-41be-11ea-96d9-000d3a38a36f,6,10.0,1283.12,5,5,5,55,champions
2902ff9c-ff2a-11e9-a5e8-000d3a38a36f,209,2.0,476.44,2,1,3,21,hibernating
29060992-8933-11ea-9c02-000d3a38a36f,163,5.0,472.92,2,4,3,24,at_Risk
29070f2a-24cc-11ea-bf27-000d3a38a36f,63,6.0,950.82,4,4,4,44,loyal_customers
290893a8-afe8-11e9-9757-000d3a38a36f,362,2.0,175.47,1,1,1,11,hibernating
2910d944-d63c-11e9-93bc-000d3a38a36f,353,8.0,2590.62,1,5,5,15,cant_loose
29128798-39e3-11ea-85d6-000d3a38a36f,79,4.0,588.92,4,3,3,43,potential_loyalists
291baf02-b14f-11e9-9757-000d3a38a36f,247,6.0,459.55,1,4,3,14,at_Risk
292258be-ae61-11eb-bbf8-000d3a38a36f,13,2.0,180.86,5,1,1,51,new_customers
2926e518-df0f-11ea-9c1f-000d3a38a36f,17,2.0,515.61,5,1,3,51,new_customers
292b3e08-acff-11e9-a2fc-000d3a38a36f,352,2.0,229.96999999999997,1,1,1,11,hibernating
292c3fd0-24ee-11ea-bf27-000d3a38a36f,163,8.0,1097.62,2,5,5,25,cant_loose
292e4bc8-ae00-11e9-a2fc-000d3a38a36f,319,5.0,563.13,1,4,3,14,at_Risk
292fa10a-ab42-11e9-a2fc-000d3a38a36f,311,4.0,650.42,1,3,3,13,at_Risk
29315e9e-d619-11e9-93bc-000d3a38a36f,34,7.0,882.9100000000001,4,5,4,45,loyal_customers
293260c0-b173-11e9-89fa-000d3a38a36f,167,4.0,839.14,2,3,4,23,at_Risk
29378cfe-5b45-11ea-a185-000d3a38a36f,117,3.0,676.15,3,2,4,32,about_to_sleep
2939b3c6-2b52-11ea-9d27-000d3a38a36f,46,3.0,400.87,4,2,2,42,potential_loyalists
2939f2ca-ddb7-11e9-9cd3-000d3a38a36f,226,11.0,2709.66,2,5,5,25,cant_loose
293dce66-a6be-11e9-a2fc-000d3a38a36f,365,4.0,503.91,1,3,3,13,at_Risk
2941bcf8-a8ec-11e9-a2fc-000d3a38a36f,61,3.0,350.84,4,2,2,42,potential_loyalists
29438f50-f988-11e9-b138-000d3a38a36f,28,5.0,698.39,5,4,4,54,champions
294392e2-a5dc-11ea-bd63-000d3a38a36f,328,2.0,307.97,1,1,2,11,hibernating
29467ae0-b089-11ea-b736-000d3a38a36f,31,2.0,178.98,5,1,1,51,new_customers
29478c86-1940-11ea-b6a2-000d3a38a36f,101,3.0,906.6800000000001,3,2,4,32,about_to_sleep
294d2bd8-5bf2-11ea-8c6c-000d3a38a36f,188,3.0,323.81,2,2,2,22,hibernating
2951e736-abc1-11e9-a2fc-000d3a38a36f,80,5.0,725.5300000000001,4,4,4,44,loyal_customers
29520ef4-aa96-11e9-a2fc-000d3a38a36f,97,6.0,1144.9099999999999,3,4,5,34,loyal_customers
29551d80-a102-11e9-a2fc-000d3a38a36f,19,7.0,1232.3600000000001,5,5,5,55,champions
29572dba-a19b-11ea-afff-000d3a38a36f,234,3.0,500.44000000000005,1,2,3,12,hibernating
295ea9b6-a249-11e9-a2fc-000d3a38a36f,62,6.0,549.9300000000001,4,4,3,44,loyal_customers
296085ec-5671-11ea-b9b9-000d3a38a36f,206,4.0,956.9300000000001,2,3,4,23,at_Risk
2965f46c-2bcb-11ea-91ab-000d3a38a36f,128,4.0,447.73,3,3,2,33,need_attention
296ac2c4-d64b-11e9-93bc-000d3a38a36f,138,2.0,269.98,3,1,1,31,about_to_sleep
296c8d00-9b28-11ea-a27a-000d3a38a36f,9,5.0,1087.62,5,4,5,54,champions
296e354c-9d4a-11e9-9897-000d3a38a36f,76,4.0,545.86,4,3,3,43,potential_loyalists
2970b5c0-e5fb-11e9-ad00-000d3a38a36f,219,2.0,259.77,2,1,1,21,hibernating
2973759c-dddd-11e9-a848-000d3a38a36f,205,13.0,1681.33,2,5,5,25,cant_loose
29781e0e-ab91-11e9-a2fc-000d3a38a36f,183,3.0,309.97,2,2,2,22,hibernating
2979dad2-150d-11eb-8ffc-000d3a38a36f,100,7.0,874.26,3,5,4,35,loyal_customers
297a5700-afce-11e9-9757-000d3a38a36f,97,18.0,3193.4300000000003,3,5,5,35,loyal_customers
297e7218-6d15-11ea-84a8-000d3a38a36f,349,2.0,220.57999999999998,1,1,1,11,hibernating
29815904-5bba-11ea-93cd-000d3a38a36f,27,3.0,500.87,5,2,3,52,potential_loyalists
2986004c-1fc1-11ea-87bf-000d3a38a36f,54,3.0,890.8,4,2,4,42,potential_loyalists
2986d424-b173-11ea-b736-000d3a38a36f,275,2.0,644.82,1,1,3,11,hibernating
2988594a-afba-11e9-9757-000d3a38a36f,87,2.0,244.98000000000002,3,1,1,31,about_to_sleep
298a1fb0-ae97-11e9-a2fc-000d3a38a36f,197,2.0,184.98,2,1,1,21,hibernating
299131ce-7089-11ea-8369-000d3a38a36f,5,6.0,552.65,5,4,3,54,champions
2994befc-533d-11ea-acd3-000d3a38a36f,123,2.0,239.95999999999998,3,1,1,31,about_to_sleep
2996b9e4-444e-11ea-8b43-000d3a38a36f,107,3.0,815.73,3,2,4,32,about_to_sleep
2997ba62-a89d-11e9-a2fc-000d3a38a36f,152,2.0,102.97,2,1,1,21,hibernating
2998a8c4-afef-11e9-9757-000d3a38a36f,125,3.0,250.95999999999998,3,2,1,32,about_to_sleep
2998ead2-ae9b-11e9-a2fc-000d3a38a36f,98,3.0,272.86,3,2,1,32,about_to_sleep
299be258-51d1-11ea-a243-000d3a38a36f,44,9.0,2086.74,4,5,5,45,loyal_customers
29a25b00-848a-11eb-a981-000d3a38a36f,7,3.0,208.86,5,2,1,52,potential_loyalists
29a48130-70ab-11ea-95d1-000d3a38a36f,257,3.0,464.95,1,2,3,12,hibernating
29a52de8-52f0-11ea-9ade-000d3a38a36f,260,3.0,546.4200000000001,1,2,3,12,hibernating
29ad7812-ac0c-11e9-a2fc-000d3a38a36f,283,3.0,196.96,1,2,1,12,hibernating
29b13302-b176-11e9-89fa-000d3a38a36f,141,5.0,472.17,3,4,3,34,loyal_customers
29b380aa-a189-11e9-a2fc-000d3a38a36f,25,7.0,1884.45,5,5,5,55,champions
29be624a-29f1-11ea-87cc-000d3a38a36f,87,4.0,495.90999999999997,3,3,3,33,need_attention
29c24aa8-a59f-11e9-a2fc-000d3a38a36f,146,3.0,309.88,2,2,2,22,hibernating
29c332e6-9e4d-11e9-9897-000d3a38a36f,5,10.0,813.3199999999999,5,5,4,55,champions
29c4a78e-97cb-11ea-9d91-000d3a38a36f,99,2.0,128.95,3,1,1,31,about_to_sleep
29c6914e-1f5c-11ea-87bf-000d3a38a36f,133,4.0,657.11,3,3,3,33,need_attention
29ce48d2-ac55-11e9-a2fc-000d3a38a36f,57,3.0,439.98,4,2,2,42,potential_loyalists
29dc02b0-a73c-11e9-a2fc-000d3a38a36f,345,2.0,377.47,1,1,2,11,hibernating
29df9a7c-30ff-11ea-b884-000d3a38a36f,98,3.0,329.97,3,2,2,32,about_to_sleep
29e3c7bc-8d86-11ea-8f41-000d3a38a36f,201,2.0,240.48000000000002,2,1,1,21,hibernating
29e6973e-4831-11ea-b6c0-000d3a38a36f,34,3.0,678.66,4,2,4,42,potential_loyalists
29e76930-ad44-11e9-a2fc-000d3a38a36f,206,3.0,400.97,2,2,2,22,hibernating
29ea8c4e-da37-11e9-93bc-000d3a38a36f,247,8.0,1073.61,1,5,5,15,cant_loose
29eab9e4-a265-11e9-a2fc-000d3a38a36f,158,3.0,472.45000000000005,2,2,3,22,hibernating
29ef573e-1f96-11ea-87bf-000d3a38a36f,119,3.0,450.86,3,2,2,32,about_to_sleep
29f2f250-a73b-11e9-a2fc-000d3a38a36f,116,3.0,341.75,3,2,2,32,about_to_sleep
29f9273e-ecf3-11ea-9369-000d3a38a36f,30,6.0,574.4,5,4,3,54,champions
29fc3c44-2ede-11eb-9da8-000d3a38a36f,61,2.0,191.97,4,1,1,41,promising
29fcb780-1933-11ea-b6a2-000d3a38a36f,162,2.0,178.97,2,1,1,21,hibernating
2a0230a8-af6a-11e9-a2fc-000d3a38a36f,66,2.0,178.99,4,1,1,41,promising
2a033c6a-bdf0-11ea-aa61-000d3a38a36f,299,10.0,1032.85,1,5,5,15,cant_loose
2a05f002-2017-11eb-b272-000d3a38a36f,141,2.0,434.88,3,1,2,31,about_to_sleep
2a0f75d0-5b11-11ea-9bc8-000d3a38a36f,33,8.0,2147.82,5,5,5,55,champions
2a13b038-ddc0-11e9-a848-000d3a38a36f,19,4.0,449.95,5,3,2,53,potential_loyalists
2a13fe9e-5bf1-11ea-8fbb-000d3a38a36f,185,2.0,244.46,2,1,1,21,hibernating
2a1933c6-a9ec-11e9-a2fc-000d3a38a36f,334,7.0,569.93,1,5,3,15,cant_loose
2a193b24-abdf-11e9-a2fc-000d3a38a36f,205,2.0,264.96,2,1,1,21,hibernating
2a1e7626-d61d-11e9-93bc-000d3a38a36f,8,3.0,387.39,5,2,2,52,potential_loyalists
2a1f1214-492e-11ea-bf43-000d3a38a36f,134,3.0,318.74,3,2,2,32,about_to_sleep
2a22c20c-9eb0-11e9-9897-000d3a38a36f,165,5.0,810.08,2,4,4,24,at_Risk
2a22d254-9ecb-11e9-9897-000d3a38a36f,216,11.0,1193.34,2,5,5,25,cant_loose
2a2abb44-9eb1-11eb-9c47-000d3a38a36f,33,4.0,1113.27,5,3,5,53,potential_loyalists
2a2b239e-ac29-11e9-a2fc-000d3a38a36f,223,4.0,752.91,2,3,4,23,at_Risk
2a2c7980-a9ed-11e9-a2fc-000d3a38a36f,103,2.0,250.85000000000002,3,1,1,31,about_to_sleep
2a2daa14-a594-11ea-bd63-000d3a38a36f,141,2.0,169.48,3,1,1,31,about_to_sleep
2a2f0d2a-a520-11e9-a2fc-000d3a38a36f,219,12.0,1322.76,2,5,5,25,cant_loose
2a3a8c3c-4bc3-11ea-a626-000d3a38a36f,104,2.0,252.96999999999997,3,1,1,31,about_to_sleep
2a3c8728-6737-11ea-9d38-000d3a38a36f,41,6.0,1943.77,4,4,5,44,loyal_customers
2a446e2a-a211-11e9-a2fc-000d3a38a36f,11,7.0,859.2,5,5,4,55,champions
2a44daf6-27f2-11ea-a043-000d3a38a36f,337,2.0,319.92,1,1,2,11,hibernating
2a4ba544-2698-11ea-b9a0-000d3a38a36f,131,2.0,144.98,3,1,1,31,about_to_sleep
2a4d556a-5b40-11ea-943a-000d3a38a36f,315,4.0,729.78,1,3,4,13,at_Risk
2a50c1be-d6f2-11e9-93bc-000d3a38a36f,314,2.0,259.96,1,1,1,11,hibernating
2a51de10-f96f-11e9-b138-000d3a38a36f,23,4.0,380.45,5,3,2,53,potential_loyalists
2a635fde-a3ff-11e9-a2fc-000d3a38a36f,47,3.0,415.97,4,2,2,42,potential_loyalists
2a6807fa-abca-11e9-a2fc-000d3a38a36f,190,7.0,671.89,2,5,4,25,cant_loose
2a6feae6-f121-11e9-9346-000d3a38a36f,37,6.0,640.93,4,4,3,44,loyal_customers
2a743474-af9b-11e9-a2fc-000d3a38a36f,241,4.0,450.45,1,3,2,13,at_Risk
2a748f72-5b2c-11ea-b900-000d3a38a36f,210,3.0,461.96000000000004,2,2,3,22,hibernating
2a78f9ce-1d63-11ea-a490-000d3a38a36f,200,4.0,679.94,2,3,4,23,at_Risk
2a7b8172-a9f4-11e9-a2fc-000d3a38a36f,64,4.0,170.95,4,3,1,43,potential_loyalists
2a7c0a4a-d620-11e9-93bc-000d3a38a36f,18,4.0,971.91,5,3,4,53,potential_loyalists
2a7d32e0-b121-11e9-9757-000d3a38a36f,198,2.0,109.98,2,1,1,21,hibernating
2a82fe74-d673-11e9-93bc-000d3a38a36f,139,3.0,674.95,3,2,4,32,about_to_sleep
2a84f974-ab29-11e9-a2fc-000d3a38a36f,65,4.0,563.9399999999999,4,3,3,43,potential_loyalists
2a87e59e-a9a3-11e9-a2fc-000d3a38a36f,64,6.0,817.3100000000001,4,4,4,44,loyal_customers
2a8e7172-aa50-11e9-a2fc-000d3a38a36f,56,3.0,269.99,4,2,1,42,potential_loyalists
2a90b3be-abdc-11e9-a2fc-000d3a38a36f,109,6.0,545.73,3,4,3,34,loyal_customers
2a930b5c-a7ca-11e9-a2fc-000d3a38a36f,131,9.0,1041.83,3,5,5,35,loyal_customers
2a9331e8-dcaf-11ea-9c1f-000d3a38a36f,72,2.0,220.48000000000002,4,1,1,41,promising
2a95b8ba-b121-11e9-9757-000d3a38a36f,340,3.0,300.48,1,2,1,12,hibernating
2a995532-a9e8-11e9-a2fc-000d3a38a36f,75,2.0,620.74,4,1,3,41,promising
2a9a0fd0-4430-11ea-8b43-000d3a38a36f,91,2.0,199.98,3,1,1,31,about_to_sleep
2a9dfa00-6640-11ea-82da-000d3a38a36f,188,3.0,449.46000000000004,2,2,2,22,hibernating
2aa52a0c-1ecc-11ea-aa32-000d3a38a36f,203,2.0,431.96000000000004,2,1,2,21,hibernating
2aa7b810-0186-11eb-9c30-000d3a38a36f,14,11.0,1175.71,5,5,5,55,champions
2aa88f72-a987-11e9-a2fc-000d3a38a36f,242,2.0,410.71000000000004,1,1,2,11,hibernating
2aad82b0-21ce-11ea-9618-000d3a38a36f,86,4.0,460.23,3,3,3,33,need_attention
2ab01b34-ab12-11e9-a2fc-000d3a38a36f,319,2.0,94.97,1,1,1,11,hibernating
2ab5a078-ac38-11e9-a2fc-000d3a38a36f,357,2.0,180.48,1,1,1,11,hibernating
2ab8ed36-a405-11e9-a2fc-000d3a38a36f,153,2.0,209.98,2,1,1,21,hibernating
2ac096dc-63ac-11ea-a6dc-000d3a38a36f,54,2.0,463.79,4,1,3,41,promising
2ac0a224-d682-11e9-93bc-000d3a38a36f,17,4.0,554.96,5,3,3,53,potential_loyalists
2ac42ea4-9760-11ea-a9c8-000d3a38a36f,118,2.0,662.96,3,1,4,31,about_to_sleep
2aca4176-a162-11e9-a2fc-000d3a38a36f,31,5.0,689.95,5,4,4,54,champions
2acc9ea0-218a-11ea-9618-000d3a38a36f,189,3.0,519.38,2,2,3,22,hibernating
2acda694-1db9-11ea-8bf2-000d3a38a36f,22,3.0,294.47,5,2,1,52,potential_loyalists
2acf0f44-53dc-11ea-94d4-000d3a38a36f,257,3.0,159.95999999999998,1,2,1,12,hibernating
2ad26da0-0167-11ea-a5e8-000d3a38a36f,332,2.0,779.79,1,1,4,11,hibernating
2ad4a4e6-b057-11e9-9757-000d3a38a36f,110,2.0,245.87,3,1,1,31,about_to_sleep
2add6d62-5efb-11ea-be5b-000d3a38a36f,346,2.0,667.97,1,1,4,11,hibernating
2addb15e-aa52-11e9-a2fc-000d3a38a36f,111,2.0,368.35,3,1,2,31,about_to_sleep
2ae68534-22f9-11ea-8523-000d3a38a36f,349,4.0,743.83,1,3,4,13,at_Risk
2ae7c9aa-a3cc-11e9-a2fc-000d3a38a36f,301,4.0,279.52,1,3,1,13,at_Risk
2ae7d10e-fd48-11e9-a5e8-000d3a38a36f,363,2.0,328.99,1,1,2,11,hibernating
2ae832cc-d721-11e9-93bc-000d3a38a36f,120,3.0,405.98,3,2,2,32,about_to_sleep
2aebdcc4-a49f-11e9-a2fc-000d3a38a36f,7,4.0,415.46000000000004,5,3,2,53,potential_loyalists
2aeee3b8-b360-11e9-a043-000d3a38a36f,117,4.0,235.19,3,3,1,33,need_attention
